n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,class_weight,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
300,20.0,5,20,sqrt,balanced_subsample,0.4744897959183674,0.31466739454320064,0.3178709800405989,0.31466739454320064,0.3099507210995072,0.48273308984518803
300,20.0,5,20,0.5,balanced,0.47831632653061223,0.3068215678915464,0.30162238782928436,0.3068215678915464,0.29985546446212047,0.48258147908092275
300,20.0,5,20,0.5,balanced_subsample,0.4872448979591837,0.3163274079634242,0.3094734619842224,0.3163274079634242,0.30787010808981347,0.49081499620816066
300,20.0,10,10,sqrt,balanced,0.45918367346938777,0.3147752112547909,0.3131876482918419,0.3147752112547909,0.30806467008671307,0.4743955576841672
300,20.0,10,10,sqrt,balanced_subsample,0.4642857142857143,0.31729093452523116,0.315461797092298,0.31729093452523116,0.3107417522051668,0.47903087970285585
300,20.0,10,10,0.5,balanced,0.4655612244897959,0.31281654099423384,0.31247260396044374,0.31281654099423384,0.30754330227321097,0.47771834072616653
300,20.0,10,10,0.5,balanced_subsample,0.46938775510204084,0.3172549956213677,0.31658406260915534,0.3172549956213677,0.3111518697847634,0.48115552780825294
300,20.0,10,20,sqrt,balanced,0.45918367346938777,0.3147752112547909,0.3131876482918419,0.3147752112547909,0.30806467008671307,0.4743955576841672
300,20.0,10,20,sqrt,balanced_subsample,0.4642857142857143,0.31729093452523116,0.315461797092298,0.31729093452523116,0.3107417522051668,0.47903087970285585
300,20.0,10,20,0.5,balanced,0.4655612244897959,0.31281654099423384,0.31247260396044374,0.31281654099423384,0.30754330227321097,0.47771834072616653
300,20.0,10,20,0.5,balanced_subsample,0.46938775510204084,0.3172549956213677,0.31658406260915534,0.3172549956213677,0.3111518697847634,0.48115552780825294
300,20.0,20,10,sqrt,balanced,0.4017857142857143,0.3305071252288831,0.3276261979028528,0.3305071252288831,0.31233387910165344,0.43140949063795087
300,20.0,20,10,sqrt,balanced_subsample,0.39158163265306123,0.32188520022291217,0.319220411765241,0.32188520022291217,0.30354980562105666,0.42038949924498514
300,20.0,20,10,0.5,balanced,0.41709183673469385,0.31755024054044834,0.3182894819120554,0.31755024054044834,0.30508300847028624,0.44467940311502757
300,20.0,20,10,0.5,balanced_subsample,0.40816326530612246,0.3108330774392394,0.3117235849482766,0.3108330774392394,0.29747053430129883,0.43560059115445265
300,20.0,20,20,sqrt,balanced,0.4017857142857143,0.3305071252288831,0.3276261979028528,0.3305071252288831,0.31233387910165344,0.43140949063795087
300,20.0,20,20,sqrt,balanced_subsample,0.39158163265306123,0.32188520022291217,0.319220411765241,0.32188520022291217,0.30354980562105666,0.42038949924498514
300,20.0,20,20,0.5,balanced,0.41709183673469385,0.31755024054044834,0.3182894819120554,0.31755024054044834,0.30508300847028624,0.44467940311502757
300,20.0,20,20,0.5,balanced_subsample,0.40816326530612246,0.3108330774392394,0.3117235849482766,0.3108330774392394,0.29747053430129883,0.43560059115445265
300,,5,10,sqrt,balanced,0.5076530612244898,0.3151448360571838,0.30356461526828055,0.3151448360571838,0.30522513592262174,0.5021877310774164
300,,5,10,sqrt,balanced_subsample,0.5165816326530612,0.32441366133269645,0.32257049879274174,0.32441366133269645,0.31619963675451274,0.5099509439881813
300,,5,10,0.5,balanced,0.5191326530612245,0.3208052134156743,0.3123196248196248,0.3208052134156743,0.30951537781855665,0.508538044885067
300,,5,10,0.5,balanced_subsample,0.5229591836734694,0.3262824843335949,0.34299990631659344,0.3262824843335949,0.31764322729580347,0.5126462040605201
300,,5,20,sqrt,balanced,0.475765306122449,0.3093911995177818,0.30335510651869985,0.3093911995177818,0.3019096000711022,0.4824784642409494
300,,5,20,sqrt,balanced_subsample,0.47831632653061223,0.31655418699603083,0.31922449163828476,0.31655418699603083,0.31190205687746914,0.4865142723653383
300,,5,20,0.5,balanced,0.47959183673469385,0.3110409771742468,0.3093108788230739,0.3110409771742468,0.30565827599011985,0.4848260340509545
300,,5,20,0.5,balanced_subsample,0.49744897959183676,0.3262251640565469,0.323647380098993,0.3262251640565469,0.3189862145133431,0.5002623158945003
300,,10,10,sqrt,balanced,0.4630102040816326,0.32280414434701515,0.32107477289973346,0.32280414434701515,0.3159242799490696,0.47865490881797773
300,,10,10,sqrt,balanced_subsample,0.4630102040816326,0.31538617262046925,0.3141336446939666,0.31538617262046925,0.3092983566596628,0.47811394489888437
300,,10,10,0.5,balanced,0.47066326530612246,0.31788392643897784,0.316428471650217,0.31788392643897784,0.311919196129578,0.482467125274429
300,,10,10,0.5,balanced_subsample,0.46811224489795916,0.31431141742581914,0.3107036548480367,0.31431141742581914,0.3067846039331373,0.4791608768099403
300,,10,20,sqrt,balanced,0.4630102040816326,0.32280414434701515,0.32107477289973346,0.32280414434701515,0.3159242799490696,0.47865490881797773
300,,10,20,sqrt,balanced_subsample,0.4630102040816326,0.31538617262046925,0.3141336446939666,0.31538617262046925,0.3092983566596628,0.47811394489888437
300,,10,20,0.5,balanced,0.47066326530612246,0.31788392643897784,0.316428471650217,0.31788392643897784,0.311919196129578,0.482467125274429
300,,10,20,0.5,balanced_subsample,0.46811224489795916,0.31431141742581914,0.3107036548480367,0.31431141742581914,0.3067846039331373,0.4791608768099403
300,,20,10,sqrt,balanced,0.40433673469387754,0.333040817951255,0.3297146096334737,0.333040817951255,0.31447094458043806,0.43377795220505694
300,,20,10,sqrt,balanced_subsample,0.39158163265306123,0.32188520022291217,0.31913468203808365,0.32188520022291217,0.3035305194354813,0.4204532107838119
300,,20,10,0.5,balanced,0.41581632653061223,0.32282643556586715,0.32379033860669265,0.32282643556586715,0.3099449580601135,0.44485660963039114
300,,20,10,0.5,balanced_subsample,0.40816326530612246,0.30955724635208753,0.3108573853254704,0.30955724635208753,0.29682505413383414,0.4356263036690348
300,,20,20,sqrt,balanced,0.40433673469387754,0.333040817951255,0.3297146096334737,0.333040817951255,0.31447094458043806,0.43377795220505694
300,,20,20,sqrt,balanced_subsample,0.39158163265306123,0.32188520022291217,0.31913468203808365,0.32188520022291217,0.3035305194354813,0.4204532107838119
300,,20,20,0.5,balanced,0.41581632653061223,0.32282643556586715,0.32379033860669265,0.32282643556586715,0.3099449580601135,0.44485660963039114
300,,20,20,0.5,balanced_subsample,0.40816326530612246,0.30955724635208753,0.3108573853254704,0.30955724635208753,0.29682505413383414,0.4356263036690348
