
============================================================
Running Strategy: GENERAL
============================================================
    Epoch   1 | Val MAE 0.7354 (best inf)
    Epoch  15 | Val MAE 0.7519 (best 0.7355)
  Seed 42: Val MAE=0.7355  Test MAE=0.6875
  Seed 123: Val MAE=0.6186  Test MAE=0.6088
  Seed 777: Val MAE=0.7355  Test MAE=0.6878

============================================================
Running Strategy: TYPEEMB
============================================================
    Epoch   1 | Val MAE 0.7353 (best inf)
    Epoch   2 | Val MAE 0.7476 (best 0.7353)
    Epoch   3 | Val MAE 0.7483 (best 0.7353)
    Epoch   5 | Val MAE 0.7490 (best 0.7353)
    Epoch   7 | Val MAE 0.7496 (best 0.7353)
    Epoch   9 | Val MAE 0.7497 (best 0.7353)
    Epoch  11 | Val MAE 0.7492 (best 0.7353)
    Epoch  13 | Val MAE 0.7500 (best 0.7353)
    Epoch  15 | Val MAE 0.7500 (best 0.7353)
    Epoch   1 | Val MAE 0.7351 (best inf)
    Epoch   2 | Val MAE 0.7468 (best 0.7351)
    Epoch   3 | Val MAE 0.7493 (best 0.7351)
    Epoch   5 | Val MAE 0.7485 (best 0.7351)
    Epoch   7 | Val MAE 0.7497 (best 0.7351)
    Epoch   9 | Val MAE 0.7502 (best 0.7351)
    Epoch  11 | Val MAE 0.7487 (best 0.7351)
    Epoch  13 | Val MAE 0.7508 (best 0.7351)
    Epoch  15 | Val MAE 0.7496 (best 0.7351)
    Epoch   1 | Val MAE 0.7351 (best inf)
    Epoch   2 | Val MAE 0.7478 (best 0.7351)
    Epoch   3 | Val MAE 0.7488 (best 0.7351)
    Epoch   5 | Val MAE 0.7490 (best 0.7351)
    Epoch   7 | Val MAE 0.7486 (best 0.7351)
    Epoch   9 | Val MAE 0.7494 (best 0.7351)
    Epoch  11 | Val MAE 0.7503 (best 0.7351)
    Epoch  13 | Val MAE 0.7505 (best 0.7351)
    Epoch  15 | Val MAE 0.7494 (best 0.7351)
  Seed 42: Val MAE=0.7353  Test MAE=0.6877
  Seed 123: Val MAE=0.7351  Test MAE=0.6880
  Seed 777: Val MAE=0.7351  Test MAE=0.6874

============================================================
FINAL RESULTS — STSGCN Model
============================================================
Strategy       MAE-1h   MAE-3h   MAE-6h  MAE-avg  MAPE-1h  MAPE-3h  MAPE-6h  RMSE-1h  RMSE-3h  RMSE-6h
------------------------------------------------------------------------------------------------------
general        0.6591   0.6578   0.6639   0.6598  180.90%  317.06%  173.84%   1.1950   1.1919   1.2055
binary         0.6619   0.6595   0.6644   0.6613  180.64%  328.96%  173.81%   1.2011   1.1952   1.2065
typeemb        0.6873   0.6873   0.6882   0.6877  165.09%  273.97%  165.22%   1.2713   1.2718   1.2717

Ablation Deltas:
  D1 (Binary - General) 1h: +0.0028
  D1 (Binary - General) 3h: +0.0017
  D1 (Binary - General) 6h: +0.0005
  D2 (TypeEmb - Binary) 1h: +0.0253
  D2 (TypeEmb - Binary) 3h: +0.0278
  D2 (TypeEmb - Binary) 6h: +0.0239
